City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Virginia Beach,US,36.85,-75.98,77.0,60,20,17.27,few clouds
349,Mbanza-Ngungu,CD,-5.25,14.87,71.89,90,84,3.06,broken clouds
350,Tocopilla,CL,-22.09,-70.20,71.65,65,7,7.29,clear sky
351,Chadiza,ZM,-14.07,32.44,64.27,91,99,5.84,overcast clouds
352,Krasnoselkup,RU,65.70,82.47,32.11,87,100,18.28,overcast clouds
353,Borgarnes,IS,64.54,-21.92,39.99,82,100,13.0,overcast clouds
354,Sivaki,RU,52.63,126.75,19.4,46,100,3.83,overcast clouds
355,Banikoara,BJ,11.30,2.44,104.38,12,93,5.1,overcast clouds
356,Sambava,MG,-14.27,50.17,77.43,86,100,12.06,light rain
357,Ankang,CN,32.68,109.02,55.42,83,100,0.69,overcast clouds
358,Lexington,US,37.99,-84.48,51.8,71,90,18.41,overcast clouds
359,Port-Gentil,GA,-0.72,8.78,78.8,94,40,3.44,light rain
360,Saint-Augustin,CA,51.23,-58.65,43.3,92,100,23.87,overcast clouds
361,Port Hedland,AU,-20.32,118.57,80.6,89,84,5.75,broken clouds
362,Ardakan,IR,32.31,54.02,75.2,25,75,6.91,broken clouds
363,Severomorsk,RU,69.07,33.42,35.6,80,75,8.95,broken clouds
364,Masumbwe,TZ,-3.63,32.18,65.43,92,94,3.42,overcast clouds
365,Ayan,RU,56.45,138.17,12.96,72,100,10.49,overcast clouds
366,Iquitos,PE,-3.75,-73.25,86.0,70,75,4.61,broken clouds
367,Apam,GH,5.28,-0.74,83.89,76,50,14.52,scattered clouds
368,Smithers,CA,54.78,-127.17,33.8,55,40,9.22,scattered clouds
369,Moron,AR,-34.65,-58.62,68.0,67,92,5.99,overcast clouds
370,Torbay,CA,47.67,-52.73,35.01,100,90,5.75,moderate rain
371,Wexford,IE,52.33,-6.46,50.0,40,0,9.22,clear sky
372,Ponnani,IN,10.77,75.93,82.4,78,40,1.14,haze
373,Hattiesburg,US,31.33,-89.29,70.0,45,1,6.11,clear sky
374,Iqaluit,CA,63.75,-68.51,26.6,86,75,19.57,broken clouds
375,Grand Island,US,40.92,-98.34,55.4,44,1,11.5,clear sky
376,Vahan,AM,40.58,45.40,42.48,92,100,4.21,overcast clouds
377,Tuatapere,NZ,-46.13,167.68,48.0,97,24,1.99,few clouds
378,Isiro,CD,2.77,27.62,68.68,96,89,9.35,heavy intensity rain
379,Boysun,UZ,38.21,67.20,57.29,41,44,3.6,scattered clouds
380,Guadalupe Y Calvo,MX,26.10,-106.97,65.34,11,100,6.67,overcast clouds
381,Morondava,MG,-20.28,44.28,80.51,68,87,8.25,overcast clouds
382,Lesnoye,RU,58.28,35.52,39.07,94,82,3.36,broken clouds
383,Haines Junction,CA,60.75,-137.51,-11.2,58,95,1.14,overcast clouds
384,Yerbogachen,RU,61.28,108.01,6.22,94,58,3.15,broken clouds
385,Dunedin,NZ,-45.87,170.50,55.99,81,8,1.99,clear sky
386,Monster,NL,52.03,4.17,46.0,65,40,11.5,scattered clouds
387,Fraserburgh,GB,57.69,-2.02,37.99,85,88,14.74,light rain
388,San Miguelito,PA,9.03,-79.50,87.8,70,40,4.61,scattered clouds
389,Maniitsoq,GL,65.42,-52.90,34.0,80,25,4.68,scattered clouds
390,Zhigansk,RU,66.77,123.37,0.0,96,6,11.18,clear sky
391,Bakchar,RU,57.02,82.07,31.15,97,90,5.91,overcast clouds
392,Orotukan,RU,62.27,151.70,-10.98,100,100,0.98,overcast clouds
393,Laela,TZ,-8.57,32.05,60.78,95,55,3.04,light rain
394,Meybod,IR,32.25,54.02,75.2,25,75,6.91,broken clouds
395,Dorado,PR,18.46,-66.27,82.99,61,40,11.5,scattered clouds
396,Benguela,AO,-12.58,13.41,83.23,76,84,4.25,broken clouds
397,Sekoma,BW,-24.40,23.88,78.21,26,0,7.96,clear sky
398,Jinxiang,CN,27.43,120.61,62.71,95,100,4.74,light rain
399,Candelaria,PH,13.93,121.42,79.0,81,33,4.0,scattered clouds
400,Kapatan,PH,5.90,125.24,78.75,78,85,2.71,overcast clouds
401,San Luis,AR,-33.30,-66.34,66.27,32,0,7.18,clear sky
402,Ponta Do Sol,PT,32.67,-17.10,68.0,73,40,19.57,scattered clouds
403,Sinop,TR,41.77,34.87,36.68,97,100,5.21,overcast clouds
404,Anchorage,US,61.22,-149.90,17.6,45,90,9.22,overcast clouds
405,Hualmay,PE,-11.10,-77.61,73.49,74,93,7.85,overcast clouds
406,Bucak,TR,37.46,30.59,59.0,56,75,12.66,broken clouds
407,Lucea,JM,18.45,-78.17,84.2,74,20,16.11,few clouds
408,Petropavlovka,RU,50.61,105.32,23.11,46,0,4.83,clear sky
409,Samana,DO,19.21,-69.34,80.6,69,40,6.91,scattered clouds
410,Sungairaya,ID,0.70,108.90,78.8,84,100,0.96,overcast clouds
411,Puerto Del Rosario,ES,28.50,-13.86,69.8,78,20,11.5,few clouds
412,Souillac,MU,-20.52,57.52,80.6,78,40,6.91,light rain
413,Henties Bay,NA,-22.12,14.28,78.53,48,2,8.28,clear sky
414,Campbellsville,US,37.34,-85.34,59.0,58,75,13.8,broken clouds
415,San Quintin,MX,30.48,-115.95,61.36,71,100,5.75,overcast clouds
416,Dzialdowo,PL,53.24,20.17,64.4,34,0,8.05,clear sky
417,Viana,BR,-20.39,-40.50,84.2,58,0,8.05,clear sky
418,Spittal,GB,51.87,-4.94,48.0,65,9,1.99,clear sky
419,Santiago Del Estero,AR,-27.80,-64.26,73.38,29,60,14.14,broken clouds
420,Ambon,ID,-3.70,128.18,80.76,78,88,2.44,overcast clouds
421,Goure,NE,13.98,10.27,100.99,5,81,5.01,broken clouds
422,Muros,ES,42.78,-9.06,59.0,40,6,18.72,clear sky
423,Narsaq,GL,60.92,-46.05,53.6,19,1,23.02,clear sky
424,Khuzhir,RU,53.19,107.34,19.67,72,4,4.61,clear sky
425,Lokosovo,RU,61.13,74.82,40.23,97,100,13.71,overcast clouds
426,Atlantic Beach,US,30.33,-81.40,64.4,94,90,17.27,heavy intensity rain
427,Lazaro Cardenas,MX,17.96,-102.20,82.69,52,7,9.06,clear sky
428,Zhanaozen,KZ,43.30,52.80,69.01,14,2,20.04,clear sky
429,Grenaa,DK,56.42,10.88,39.99,100,90,5.75,mist
430,Stornoway,GB,58.21,-6.39,44.01,65,20,6.91,few clouds
431,Karratha,AU,-20.74,116.85,82.9,74,87,7.2,overcast clouds
432,Lyuban,BY,52.80,28.00,51.82,56,70,9.13,broken clouds
433,Tromso,NO,69.65,18.96,35.6,69,75,12.66,light snow
434,Gladstone,AU,-23.85,151.25,69.8,46,0,8.05,light rain
435,Port Lincoln,AU,-34.73,135.87,59.22,59,100,9.98,overcast clouds
436,Rio Verde De Mato Grosso,BR,-18.92,-54.84,93.25,31,36,1.34,scattered clouds
437,Muravlenko,RU,63.79,74.52,33.67,99,100,15.21,overcast clouds
438,Sylva,RU,58.03,56.76,42.8,100,75,8.95,broken clouds
439,San Juan,AR,-31.54,-68.54,73.83,24,0,9.71,clear sky
440,Tezu,IN,27.92,96.17,72.28,52,84,6.22,broken clouds
441,Celestun,MX,20.87,-90.40,85.95,65,0,10.45,clear sky
442,Roald,NO,62.58,6.13,41.0,75,20,14.97,few clouds
443,Dubinino,RU,55.62,89.09,28.9,97,97,4.18,overcast clouds
444,El Angel,EC,0.62,-77.93,54.7,70,95,2.13,light rain
445,Sulangan,PH,11.14,123.72,81.84,77,91,18.66,overcast clouds
446,Shenjiamen,CN,29.96,122.30,59.9,96,100,12.73,moderate rain
447,Marsh Harbour,BS,26.54,-77.06,78.13,67,5,16.33,clear sky
448,New Castle,US,41.00,-80.35,66.2,52,75,11.5,broken clouds
449,Gimli,CA,50.63,-96.99,51.01,61,98,8.99,overcast clouds
450,Mul,IN,20.07,79.67,85.17,39,59,6.98,broken clouds
451,Richards Bay,ZA,-28.78,32.04,72.48,87,0,2.26,clear sky
452,Monrovia,LR,6.30,-10.80,87.8,66,75,8.05,light rain
453,Rajampet,IN,14.18,79.17,80.6,70,32,4.38,scattered clouds
454,Mahibadhoo,MV,3.78,72.97,83.37,70,56,5.19,broken clouds
455,Morro Bay,US,35.37,-120.85,57.99,71,1,11.5,clear sky
456,Kawalu,ID,-7.38,108.21,73.18,96,96,1.66,overcast clouds
457,Gardez,AF,33.60,69.23,51.75,54,95,1.79,overcast clouds
458,Sosnovo-Ozerskoye,RU,52.52,111.54,18.79,41,96,6.91,overcast clouds
459,Humaita,BR,-7.51,-63.02,82.47,79,98,2.48,overcast clouds
460,Ambilobe,MG,-13.20,49.05,75.36,89,58,2.95,broken clouds
461,Suluq,LY,31.67,20.25,69.39,21,48,6.91,scattered clouds
462,Yeppoon,AU,-23.13,150.73,68.0,64,0,13.04,clear sky
463,Taltal,CL,-25.40,-70.48,68.18,68,14,5.08,few clouds
464,Gisborne,NZ,-38.65,178.00,57.0,98,15,4.85,few clouds
465,Kamen-Na-Obi,RU,53.79,81.34,28.42,97,95,3.74,overcast clouds
466,Okha,RU,53.57,142.95,28.0,72,100,14.14,overcast clouds
467,Russkaya Polyana,UA,49.42,31.92,49.17,50,10,6.15,clear sky
468,Bandarbeyla,SO,9.49,50.81,80.37,68,66,8.72,broken clouds
469,La Roda,ES,39.22,-2.15,57.99,82,75,11.5,broken clouds
470,Bonfim,BR,3.08,-59.95,77.23,79,100,5.48,overcast clouds
471,Gold Coast,AU,-28.00,153.43,64.4,48,40,9.22,scattered clouds
472,Castro Daire,PT,40.90,-7.93,68.0,52,68,8.01,broken clouds
473,Nova Praha,UA,48.57,32.90,55.4,28,0,8.95,clear sky
474,Klyuchi,RU,52.27,79.17,33.49,94,13,9.31,few clouds
475,Oranjemund,NA,-28.55,16.43,64.0,74,8,6.04,clear sky
476,Paraiso,CR,9.84,-83.87,80.6,57,0,9.22,clear sky
477,Polovinnoye,RU,54.79,65.99,31.8,86,97,7.9,overcast clouds
478,Pemba,MZ,-12.97,40.52,75.2,100,75,21.85,moderate rain
479,Taksimo,RU,56.34,114.88,8.08,82,79,4.92,broken clouds
480,Zihuatanejo,MX,17.63,-101.55,82.4,65,1,7.85,clear sky
481,Rajnagar,IN,24.88,79.92,82.51,30,51,7.83,broken clouds
482,Gabu,GW,12.28,-14.22,108.36,10,1,2.8,clear sky
483,Flin Flon,CA,54.77,-101.86,26.6,93,90,9.22,light snow
484,Truro,GB,50.27,-5.05,46.4,57,20,14.97,few clouds
485,Lorengau,PG,-2.02,147.27,80.87,83,96,13.73,overcast clouds
486,Ballina,AU,-28.87,153.57,60.8,51,90,10.36,overcast clouds
487,Vila Franca Do Campo,PT,37.72,-25.43,64.4,94,40,10.36,scattered clouds
488,Porto Santo,PT,33.07,-16.34,68.0,77,20,10.36,few clouds
489,Makakilo City,US,21.35,-158.09,68.0,68,90,5.75,overcast clouds
490,Kangaatsiaq,GL,68.31,-53.46,29.34,78,100,10.51,overcast clouds
491,Teshie,GH,5.58,-0.11,87.8,66,0,16.11,clear sky
492,Humberto De Campos,BR,-2.60,-43.46,85.17,69,99,7.54,overcast clouds
493,Hovd,MN,48.01,91.64,31.42,28,5,4.76,clear sky
494,Zherdevka,RU,51.85,41.46,46.42,87,100,14.38,overcast clouds
495,Blackfoot,US,43.19,-112.34,37.99,34,68,3.0,broken clouds
496,Placido De Castro,BR,-10.34,-67.19,85.01,62,67,1.34,broken clouds
497,Port Macquarie,AU,-31.43,152.92,48.0,72,0,1.01,clear sky
498,Ratnagiri,IN,16.98,73.30,82.11,74,13,4.7,few clouds
499,Grindavik,IS,63.84,-22.43,39.2,87,75,19.57,broken clouds
500,Lebyazhye,RU,55.27,66.49,33.19,84,98,9.42,overcast clouds
501,Kununurra,AU,-15.77,128.73,73.4,94,100,2.35,overcast clouds
502,Baykit,RU,61.67,96.37,29.17,97,99,3.87,overcast clouds
503,Amapa,BR,1.00,-52.00,81.28,84,88,3.6,overcast clouds
504,Oistins,BB,13.07,-59.53,80.6,65,75,14.97,volcanic ash
505,Cauquenes,CL,-35.97,-72.32,76.12,25,0,15.32,clear sky
506,Novaya Lyada,RU,52.71,41.64,45.5,86,100,11.77,light rain
507,Birao,CF,10.28,22.79,89.91,9,87,6.44,overcast clouds
508,Oxford,GB,51.75,-1.26,46.99,45,40,10.36,scattered clouds
509,Le Port,RE,-20.94,55.29,80.6,57,0,11.5,clear sky
510,Suicheng,CN,33.90,117.93,54.39,97,100,2.51,overcast clouds
511,Rocha,UY,-34.48,-54.33,64.9,82,91,28.39,overcast clouds
512,Fort Nelson,CA,58.81,-122.70,19.4,53,20,11.5,few clouds
513,Bom Jesus Do Itabapoana,BR,-21.13,-41.68,84.15,53,7,4.03,clear sky
514,Mengcheng,CN,33.26,116.57,54.46,96,100,2.68,overcast clouds
515,Arkhangelsk,RU,64.54,40.54,41.0,45,20,13.42,few clouds
516,Kidal,ML,18.44,1.41,102.2,4,2,3.09,clear sky
517,Seminole,US,28.71,-81.21,66.0,94,90,14.97,heavy intensity rain
518,Sovetskiy,RU,61.36,63.58,37.08,93,87,8.01,overcast clouds
519,Darhan,MN,49.49,105.92,23.58,39,2,6.35,clear sky
520,Parfenyevo,RU,58.48,43.41,39.79,95,95,2.04,overcast clouds
521,Sitka,US,57.05,-135.33,33.8,80,90,3.44,light snow
522,Suhut,TR,38.53,30.55,35.65,72,100,10.25,light rain
523,Tshikapa,CD,-6.42,20.80,72.55,93,74,3.24,heavy intensity rain
524,Teruel,ES,40.67,-0.67,51.8,87,90,9.22,mist
525,Nkhotakota,MW,-12.93,34.30,72.81,85,98,8.88,light rain
526,Chernaya Kholunitsa,RU,58.85,51.72,34.92,96,63,4.76,broken clouds
527,Tessalit,ML,20.20,1.01,100.33,6,0,11.1,clear sky
528,Bubaque,GW,11.28,-15.83,77.32,71,14,14.7,few clouds
529,Vardo,NO,70.37,31.11,33.8,80,75,21.85,broken clouds
530,Kalmunai,LK,7.42,81.82,80.89,75,91,4.03,overcast clouds
531,Ostroda,PL,53.70,19.96,64.4,34,0,8.05,clear sky
532,Kalakamati,BW,-20.59,27.31,78.8,29,0,10.36,clear sky
533,Saint-Joseph,RE,-21.37,55.62,78.8,78,75,2.3,broken clouds
534,San Martin,AR,-33.08,-68.47,64.4,55,0,4.61,clear sky
535,Vila,PT,42.03,-8.16,55.99,64,29,8.99,scattered clouds
536,Marzuq,YE,14.40,46.47,69.85,58,5,8.32,clear sky
537,Honiara,SB,-9.43,159.95,76.89,86,100,3.51,light rain
538,El Real De Santa Maria,PA,8.11,-77.73,88.39,66,98,1.43,overcast clouds
539,Usinsk,RU,65.99,57.53,33.21,78,49,17.78,scattered clouds
540,Luau,AO,-10.71,22.22,69.55,79,89,4.16,overcast clouds
541,Pedernales,DO,18.04,-71.74,82.17,60,43,11.16,scattered clouds
542,Turtas,RU,58.94,69.13,44.67,83,100,11.72,overcast clouds
543,Benghazi,LY,32.12,20.07,63.84,50,82,15.9,broken clouds
544,Porgera,PG,-5.47,143.20,41.23,98,100,3.09,overcast clouds
545,Najran,SA,17.49,44.13,91.4,15,40,9.22,scattered clouds
546,Tete,MZ,-16.16,33.59,87.8,48,40,10.36,scattered clouds
547,Boende,CD,-0.22,20.87,67.93,96,100,2.77,overcast clouds
548,Portsmouth,GB,50.80,-1.09,48.0,100,93,1.01,overcast clouds
549,Yining,CN,29.04,114.56,57.36,98,100,1.61,light rain
550,Senno,RU,59.53,33.92,33.01,64,20,3.49,few clouds
551,Valdivia,CL,-39.81,-73.25,60.8,67,90,5.75,overcast clouds
552,Salaga,GH,8.55,-0.52,101.64,25,30,6.49,scattered clouds
553,Dalvik,IS,65.97,-18.53,35.6,69,75,10.36,broken clouds
554,Ucluelet,CA,48.93,-125.55,45.0,81,20,4.61,few clouds
555,Turki,RU,51.99,43.27,44.69,93,100,12.19,overcast clouds
556,Rudnyy,KZ,52.96,63.12,35.6,87,0,6.71,clear sky
557,Sainte-Marie,RE,-20.90,55.55,80.6,57,0,11.5,clear sky
558,Mecca,SA,21.43,39.83,77.43,34,1,10.2,clear sky
559,Ukiah,US,39.15,-123.21,48.2,66,1,3.44,clear sky
560,Port Keats,AU,-14.25,129.55,79.99,80,73,0.72,broken clouds
561,Mount Gambier,AU,-37.83,140.77,50.0,87,90,1.14,overcast clouds
562,Quata,BR,-22.25,-50.70,91.8,20,5,3.18,clear sky
563,Banjar,ID,-8.19,114.97,80.6,89,20,4.61,few clouds
564,Ullapool,GB,57.90,-5.16,39.99,71,47,3.0,scattered clouds
565,Poum,NC,-20.23,164.02,78.06,79,100,15.41,overcast clouds
566,Karachi,PK,24.91,67.08,82.4,47,0,6.91,clear sky
567,Yelan,RU,50.95,43.74,51.53,90,95,8.66,overcast clouds
568,Pochutla,MX,15.74,-96.47,88.0,54,20,9.22,few clouds
569,Vila Velha,BR,-20.33,-40.29,84.2,58,0,8.05,clear sky
570,Khatra,IN,22.98,86.85,81.77,50,36,8.41,scattered clouds
571,Shihezi,CN,44.30,86.03,52.93,28,2,2.33,clear sky
572,Padang,ID,-0.95,100.35,77.0,100,40,1.14,moderate rain
573,Quatre Cocos,MU,-20.21,57.76,80.6,78,40,6.91,light rain
574,Zhezkazgan,KZ,47.80,67.71,47.28,57,0,20.54,clear sky
575,Somerville,US,42.39,-71.10,48.2,81,90,17.27,overcast clouds
576,Aklavik,CA,68.22,-135.01,-14.8,70,1,4.61,clear sky
577,Ketchikan,US,55.34,-131.65,33.8,93,40,1.86,scattered clouds
578,Mumford,GH,5.26,-0.76,83.52,77,52,14.74,broken clouds
579,Sao Miguel Do Araguaia,BR,-13.28,-50.16,89.15,45,20,3.96,few clouds
580,Vostok,RU,46.49,135.88,41.23,72,99,7.56,overcast clouds
581,Verkhnevilyuysk,RU,63.45,120.32,1.31,98,51,5.01,broken clouds
582,Kenai,US,60.55,-151.26,21.0,53,75,18.41,broken clouds
583,Gigmoto,PH,13.78,124.39,78.06,85,59,7.18,broken clouds
584,Vanimo,PG,-2.67,141.30,78.06,88,99,7.31,overcast clouds
585,Qujing,CN,25.48,103.78,61.0,65,12,1.99,few clouds
586,Huandacareo,MX,19.98,-101.28,77.0,20,1,2.3,clear sky
587,Ongandjera,NA,-17.88,15.07,79.2,26,21,5.21,few clouds
588,Nokaneng,BW,-19.67,22.27,74.34,33,0,6.91,clear sky
589,Nanchital,MX,18.07,-94.40,87.8,55,1,16.11,clear sky
590,Kruisfontein,ZA,-34.00,24.73,66.0,74,100,2.51,overcast clouds
591,Chimoio,MZ,-19.12,33.48,71.6,88,75,6.91,broken clouds
592,Nakhabino,RU,55.85,37.18,57.2,35,0,4.47,clear sky
593,Berdigestyakh,RU,62.10,126.70,8.76,96,100,4.88,overcast clouds
594,Fort Smith,US,35.39,-94.40,71.01,45,1,8.05,clear sky
595,La Ronge,CA,55.10,-105.28,28.4,74,100,12.66,overcast clouds
596,Pacasmayo,PE,-7.40,-79.57,75.04,70,100,9.64,overcast clouds
597,Dalby,AU,-27.18,151.27,50.0,58,0,1.01,clear sky
598,Orsha,BY,54.52,30.41,62.6,29,0,13.42,clear sky
599,Ilulissat,GL,69.22,-51.10,30.2,59,75,5.75,broken clouds
600,Fort-Shevchenko,KZ,44.51,50.26,69.87,26,6,21.9,clear sky
601,Kuningan,ID,-6.98,108.48,71.58,93,97,2.86,overcast clouds
602,Satka,RU,55.04,59.04,46.36,92,100,3.89,overcast clouds
603,Nicoya,CR,10.15,-85.45,86.0,66,0,5.75,clear sky
604,Wickede,DE,51.48,7.87,43.0,81,75,4.61,light rain
605,Cuamba,MZ,-14.80,36.54,68.92,95,100,3.38,overcast clouds
606,Asfi,MA,32.30,-9.24,66.96,68,44,18.37,scattered clouds
607,Praia Da Vitoria,PT,38.73,-27.07,68.0,77,20,13.94,few clouds
608,Ondjiva,AO,-17.07,15.73,74.39,35,44,5.86,scattered clouds
609,Kamenka,RU,51.32,42.77,46.0,89,94,12.64,overcast clouds
610,Kahului,US,20.89,-156.47,62.6,94,1,6.91,clear sky
611,Castleisland,IE,52.23,-9.47,48.99,49,40,16.11,scattered clouds
612,Shirgaon,IN,19.70,72.70,82.38,63,1,4.29,clear sky
613,Yarada,IN,17.65,83.27,81.25,80,1,7.83,clear sky
614,Bunia,CD,1.57,30.25,67.1,79,82,3.09,broken clouds
615,Mujiayingzi,CN,42.12,118.78,48.25,58,81,11.48,broken clouds
616,San Carlos,VE,9.66,-68.58,88.11,52,93,4.43,overcast clouds
617,Khasan,RU,42.43,130.64,41.79,94,97,0.67,overcast clouds
618,Lahaina,US,20.88,-156.68,62.6,94,1,6.91,clear sky
619,Sechura,PE,-5.56,-80.82,79.84,59,94,3.56,overcast clouds
620,Soyo,AO,-6.13,12.37,82.98,74,63,6.71,light rain
621,Colares,PT,38.80,-9.45,63.0,63,20,16.11,few clouds
622,Khandbari,NP,27.37,87.20,67.53,11,39,5.75,scattered clouds
623,Erenhot,CN,43.65,111.98,43.86,45,99,21.27,light rain
624,Praya,CV,14.92,-23.51,82.4,44,0,19.57,clear sky
625,Nuuk,GL,64.18,-51.72,33.8,80,20,16.11,few clouds
626,Sterling,US,39.01,-77.43,75.99,50,40,5.75,scattered clouds
627,Kanigiri,IN,15.40,79.52,80.51,73,0,10.27,clear sky
628,Hamilton,US,39.18,-84.53,53.01,82,90,14.97,light rain
629,Lincoln,US,40.80,-96.67,63.0,34,0,3.0,clear sky
630,Saint George,US,37.10,-113.58,69.01,16,1,4.61,clear sky
631,Arlit,NE,18.74,7.39,99.55,3,0,4.16,clear sky
632,Kihei,US,20.79,-156.47,62.6,94,1,6.91,clear sky
633,Chokwe,MZ,-24.53,32.98,77.97,52,0,6.06,clear sky
634,Gondar,ET,12.60,37.47,73.62,31,86,6.58,overcast clouds
635,Vaitape,PF,-16.52,-151.75,81.3,76,100,11.32,overcast clouds
636,Moose Factory,CA,51.26,-80.61,46.4,93,90,8.05,mist
637,Kupang,ID,-10.17,123.58,76.14,89,28,4.12,scattered clouds
638,Namatanai,PG,-3.67,152.43,76.12,92,100,4.74,light rain
639,Katsuura,JP,35.13,140.30,55.4,76,20,4.61,few clouds
640,Ust-Karsk,RU,52.70,118.81,20.55,57,51,3.62,broken clouds
641,Monclova,MX,26.90,-101.42,75.2,43,40,1.03,scattered clouds
642,Olhao,PT,37.03,-7.84,66.2,77,20,12.66,few clouds
643,Feijo,BR,-8.16,-70.35,82.94,73,91,1.16,overcast clouds
644,Labuhan,ID,-6.88,112.21,78.91,83,94,5.17,overcast clouds
645,Coeneo,MX,19.82,-101.58,73.0,22,60,5.01,broken clouds
646,Genhe,CN,50.78,121.52,24.1,84,100,8.19,light snow
647,Ziro,IN,27.63,93.83,51.33,87,61,2.26,light rain
648,Trelew,AR,-43.25,-65.31,71.85,32,15,17.83,few clouds
649,Pomichna,UA,48.24,31.42,49.06,51,13,7.81,few clouds
650,Rawson,AR,-43.30,-65.10,70.21,38,12,16.13,few clouds
651,Chabahar,IR,25.29,60.64,78.96,75,0,4.88,clear sky
652,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,26.6,80,40,4.47,scattered clouds
653,Ranong,TH,9.97,98.63,79.2,84,89,4.83,overcast clouds
654,Kysyl-Syr,RU,63.90,122.76,-1.82,98,21,5.03,few clouds
655,Mama,RU,58.31,112.90,3.16,97,99,3.18,overcast clouds
656,Tokur,RU,53.13,132.90,6.15,86,85,3.2,overcast clouds
657,Oyama,JP,36.30,139.80,57.99,87,20,2.3,few clouds
658,Zhangye,CN,38.93,100.45,46.17,51,54,6.04,broken clouds
659,Rubiataba,BR,-15.16,-49.80,81.7,57,1,3.87,clear sky
660,Akyab,MM,20.15,92.90,80.51,78,8,6.31,clear sky
661,Parrita,CR,9.52,-84.32,81.0,57,0,9.22,clear sky
662,Xuddur,SO,4.12,43.89,89.29,29,90,4.61,overcast clouds
663,Coahuayana,MX,18.73,-103.68,77.0,50,20,5.66,few clouds
664,New Amsterdam,GY,6.25,-57.52,79.14,81,100,5.59,light rain
665,Necochea,AR,-38.55,-58.74,68.0,71,75,8.99,broken clouds
666,Karlstad,SE,59.38,13.50,35.6,93,75,9.22,light snow
667,Oktyabrskoye,RU,43.06,44.74,46.4,87,90,4.47,overcast clouds
668,Puerto Colombia,CO,10.99,-74.95,86.0,70,40,3.44,scattered clouds
669,Samarai,PG,-10.62,150.67,79.5,68,72,10.65,broken clouds
670,Husavik,IS,66.04,-17.34,35.6,69,75,10.36,broken clouds
671,Tornio,FI,65.85,24.15,37.4,70,0,11.5,clear sky
672,Kemi,FI,65.86,24.82,37.4,70,0,11.5,clear sky
673,Uga,NG,5.94,7.08,84.13,59,85,12.08,overcast clouds
674,Isangel,VU,-19.55,169.27,78.4,87,99,9.33,overcast clouds
675,Naryan-Mar,RU,67.67,53.09,31.32,81,78,20.51,broken clouds
676,Dongning,CN,44.06,131.12,47.48,74,90,1.36,overcast clouds
677,Hailun,CN,47.45,126.93,47.07,83,71,10.29,broken clouds
678,Palpa,PE,-14.53,-75.19,85.87,43,98,7.9,overcast clouds
679,Nhulunbuy,AU,-12.23,136.77,77.0,88,98,5.79,overcast clouds
680,Miracema Do Tocantins,BR,-9.56,-48.40,86.27,57,100,4.07,overcast clouds
681,Nuevitas,CU,21.55,-77.26,87.8,45,20,5.75,few clouds
682,Providencia,MX,28.72,-111.58,80.01,50,96,4.0,overcast clouds
683,Saryagash,KZ,41.45,69.17,53.6,47,0,4.61,clear sky
684,Guarda,PT,40.54,-7.27,63.0,67,63,8.01,broken clouds
685,Sribne,UA,50.66,32.92,48.88,54,13,7.14,few clouds
686,Opunake,NZ,-39.46,173.86,57.99,98,29,4.61,scattered clouds
687,Solnechnyy,RU,50.72,136.63,31.57,77,100,3.11,overcast clouds
688,Ashqelon,IL,31.67,34.57,61.0,66,11,10.29,few clouds
689,Adrar,MR,20.50,-10.07,94.98,11,35,7.7,scattered clouds
690,Kaliua,TZ,-5.06,31.79,66.45,92,89,1.59,overcast clouds
691,Jacqueville,CI,5.21,-4.41,87.8,74,40,12.66,scattered clouds
692,Oranjestad,AW,12.52,-70.03,86.0,70,75,21.85,broken clouds
693,Brigantine,US,39.41,-74.36,64.99,100,90,10.36,overcast clouds
694,Mettet,BE,50.32,4.66,42.8,70,40,10.36,scattered clouds
